Kategorie-ID;Erstellungsdatum;Shoppingwelt;"Unterkategorie 1";"Unterkategorie 2";"Unterkategorie 3";"Unterkategorie 4";"Unterkategorie 5";"Unterkategorie 6"
7956;05.11.2009;"Auto & Motorrad";"Autopflege & Motorradpflege"
64836;22.11.2011;Heimwerker;Werkstattausstattung;"Lagerregale & Kellerregale";Kellerregale
64786;22.11.2011;Heimwerker;Werkstattausstattung;"Lagerregale & Kellerregale";Steckregale
64796;22.11.2011;Heimwerker;Werkstattausstattung;"Lagerregale & Kellerregale";Lagerregale
64791;22.11.2011;Heimwerker;Werkstattausstattung;"Lagerregale & Kellerregale";Fachbodenregale
64801;22.11.2011;Heimwerker;Werkstattausstattung;"Lagerregale & Kellerregale";Schwerlastregale
64806;22.11.2011;Heimwerker;Werkstattausstattung;"Lagerregale & Kellerregale";Sichtlagerregale
64826;22.11.2011;Heimwerker;Werkstattausstattung;"Lagerregale & Kellerregale";Schraubregale
64811;22.11.2011;Heimwerker;Werkstattausstattung;"Lagerregale & Kellerregale";Kleinteilmagazine
64816;22.11.2011;Heimwerker;Werkstattausstattung;"Lagerregale & Kellerregale";Sortimentskästen
64821;22.11.2011;Heimwerker;Werkstattausstattung;"Lagerregale & Kellerregale";Sichtlagerkästen
64831;22.11.2011;Heimwerker;Werkstattausstattung;"Lagerregale & Kellerregale";Regalelemente
64841;22.11.2011;Heimwerker;Werkstattausstattung;"Lagerregale & Kellerregale";"Lagerregal Zubehör"
2335;15.05.2008;Heimwerker;Werkstattausstattung;"Lagerbehälter & Transportbehälter"
64766;22.11.2011;Heimwerker;Werkstattausstattung;"Leitern & Gerüste";Leitern
64776;22.11.2011;Heimwerker;Werkstattausstattung;"Leitern & Gerüste";Klapptritte
64771;22.11.2011;Heimwerker;Werkstattausstattung;"Leitern & Gerüste";Gerüste
64781;22.11.2011;Heimwerker;Werkstattausstattung;"Leitern & Gerüste";"Leiter Ersatzteile"
64731;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Sicherheit";Schutzbrillen
64741;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Sicherheit";Schutzhelme
64736;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Sicherheit";"Schutz- & Arbeitshandschuhe"
78771;02.09.2014;Heimwerker;Werkstattausstattung;"Werkstatt Sicherheit";Gehörschutz;Lärmschutz
64746;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Sicherheit";Atemschutzmasken
64761;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Sicherheit";"Weitere Werkstatt Sicherheit"
64856;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Reinigung";Aceton
64901;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Reinigung";Entfetter
64891;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Reinigung";Klebstoffentferner
64896;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Reinigung";Maschinenreiniger
64861;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Reinigung";Petroleum
64881;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Reinigung";"Rost entfernen"
64871;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Reinigung";Spiritus
64866;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Reinigung";Terpentin
64876;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Reinigung";Terpentinersatz
64886;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Reinigung";Waschbenzin
64906;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Reinigung";"Weitere Werkstattreiniger"
64911;22.11.2011;Heimwerker;Werkstattausstattung;"Werkstatt Reinigung";Werkstattreinigungszubehör
78236;14.05.2014;Heimwerker;Werkstattausstattung;"Kfz Werkzeug"
64561;22.11.2011;Heimwerker;"Messen & Prüfen";Strommessungen;Kabelfinder
64566;22.11.2011;Heimwerker;"Messen & Prüfen";Strommessungen;Spannungsprüfer
64576;22.11.2011;Heimwerker;"Messen & Prüfen";Strommessungen;Phasenprüfer
64571;22.11.2011;Heimwerker;"Messen & Prüfen";Strommessungen;Multimeter
64581;22.11.2011;Heimwerker;"Messen & Prüfen";Strommessungen;"Erdungswiderstand Messer"
66530;07.12.2011;Heimwerker;"Messen & Prüfen";Strommessungen;Stromzähler
66545;07.12.2011;Heimwerker;"Messen & Prüfen";Strommessungen;Spannungsanzeiger
66550;07.12.2011;Heimwerker;"Messen & Prüfen";Strommessungen;Amperemeter
64586;22.11.2011;Heimwerker;"Messen & Prüfen";Strommessungen;"Weitere Strommessung"
64596;22.11.2011;Heimwerker;"Messen & Prüfen";Umweltmessungen;Beleuchtungsmesser
64591;22.11.2011;Heimwerker;"Messen & Prüfen";Umweltmessungen;Energiemesser
64601;22.11.2011;Heimwerker;"Messen & Prüfen";Umweltmessungen;"Infrarot Thermometer"
64606;22.11.2011;Heimwerker;"Messen & Prüfen";Umweltmessungen;Strahlungsmessungen
64916;23.11.2011;Heimwerker;"Messen & Prüfen";Entfernungsmessungen;Entfernungsmessgeräte
64921;23.11.2011;Heimwerker;"Messen & Prüfen";Entfernungsmessungen;Lasermessgeräte
64611;22.11.2011;Heimwerker;"Messen & Prüfen";Lot
64496;22.11.2011;Heimwerker;"Messen & Prüfen";Maßbänder
64506;22.11.2011;Heimwerker;"Messen & Prüfen";Maßstäbe
64541;22.11.2011;Heimwerker;"Messen & Prüfen";Schlagschnüre
64526;22.11.2011;Heimwerker;"Messen & Prüfen";Messschieber
64511;22.11.2011;Heimwerker;"Messen & Prüfen";"Winkel & Zubehör"
64531;22.11.2011;Heimwerker;"Messen & Prüfen";Mikrometer
64516;22.11.2011;Heimwerker;"Messen & Prüfen";Messuhren
64546;22.11.2011;Heimwerker;"Messen & Prüfen";Reißnadeln
64501;22.11.2011;Heimwerker;"Messen & Prüfen";Wasserwaagen
64521;22.11.2011;Heimwerker;"Messen & Prüfen";Federwaagen
71110;08.06.2012;Heimwerker;"Messen & Prüfen";Dichtheit
64616;22.11.2011;Heimwerker;"Messen & Prüfen";"Weitere Messgeräte & Zubehör"
2293;15.05.2008;Heimwerker;Eisenwaren;Schrauben
65285;28.11.2011;Heimwerker;Eisenwaren;Muttern
2291;15.05.2008;Heimwerker;Eisenwaren;Dübel
2292;15.05.2008;Heimwerker;Eisenwaren;Nägel
65280;28.11.2011;Heimwerker;Eisenwaren;Nieten
65325;28.11.2011;Heimwerker;Eisenwaren;Bolzen
65295;28.11.2011;Heimwerker;Eisenwaren;Splint
65320;28.11.2011;Heimwerker;Eisenwaren;Ösen
65300;28.11.2011;Heimwerker;Eisenwaren;Dichtungsringe
65305;28.11.2011;Heimwerker;Eisenwaren;"O-Ringe & D-Ringe"
65310;28.11.2011;Heimwerker;Eisenwaren;Schlauchschellen
65290;28.11.2011;Heimwerker;Eisenwaren;Schmiernippel
65330;28.11.2011;Heimwerker;Eisenwaren;Schraubhaken
65315;28.11.2011;Heimwerker;Eisenwaren;Federn
6562;10.03.2009;Heimwerker;Eisenwaren;Beschläge;Türbeschläge
80830;18.03.2019;Heimwerker;Eisenwaren;Beschläge;Möbelbeschläge;Möbelgleiter
65250;28.11.2011;Heimwerker;Eisenwaren;Beschläge;Fensterbeschläge
65260;28.11.2011;Heimwerker;Eisenwaren;Beschläge;Scharniere
65265;28.11.2011;Heimwerker;Eisenwaren;Beschläge;Balkenschuhe
65270;28.11.2011;Heimwerker;Eisenwaren;Beschläge;Lochplatten
65255;28.11.2011;Heimwerker;Eisenwaren;Beschläge;"Weitere Beschläge"
2294;15.05.2008;Heimwerker;Eisenwaren;Schlüssel
77866;14.01.2014;Heimwerker;Eisenwaren;Magazinschrauben
2295;15.05.2008;Heimwerker;Eisenwaren;"Weitere Eisenwaren"
65675;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Türen;Außentüren
65670;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Türen;Innentüren
73256;07.01.2013;Heimwerker;"Bauelemente & Werkstoffe";Türen;Haustüren
65680;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Türen;Zargen
48116;08.04.2011;Heimwerker;"Bauelemente & Werkstoffe";Treppen;Außentreppen
65350;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Treppen;Innentreppen
65375;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Treppen;Bodentreppen
65385;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Treppen;Treppenstufen
65380;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Treppen;Treppengeländer
65355;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Treppen;Handläufe
65360;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Treppen;Treppenwinkel
65365;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Treppen;Antirutschbänder
65390;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Treppen;"Weiteres Treppenzubehör"
65480;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Fenster & Fenstergläser";Fenster
65495;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Fenster & Fenstergläser";Fensterbänke
65490;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Fenster & Fenstergläser";Fenstergläser
65485;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Fenster & Fenstergläser";Fensterläden
66800;17.01.2012;Heimwerker;"Bauelemente & Werkstoffe";"Fenster & Fenstergläser";Dachfenster
71676;28.08.2012;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;Sockelleisten;"Sockelleisten für Korkboden"
71681;28.08.2012;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;Sockelleisten;"Sockelleisten für Laminat"
71686;28.08.2012;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;Sockelleisten;"Sockelleisten für Linoleum"
78726;20.08.2014;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;Sockelleisten;"Sockelleisten für Teppichboden "
71671;28.08.2012;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;Sockelleisten;"Sockelleisten für Vinylboden"
65585;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;Bodenpaneele
71656;28.08.2012;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;Bodenprofile
65575;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;Filzpappen
65560;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;Holzdielen
65590;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;"Laminat "
65595;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;"Laminat Fliesen"
65580;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;Linoleum
65555;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;Parkett
65565;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;"PVC Bodenbeläge"
71641;28.08.2012;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;"Kork Bodenbeläge"
65570;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;"Stein Böden"
71646;28.08.2012;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;"Vinyl Bodenbeläge"
71651;28.08.2012;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;Rohrverkleidungsleisten
65735;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;Viertelstab
65600;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;"Weitere Bodenbeläge"
71691;28.08.2012;Heimwerker;"Bauelemente & Werkstoffe";Bodenbeläge;"Zubehör für Bodenbeläge"
75976;28.05.2013;Heimwerker;"Bauelemente & Werkstoffe";"Fliesen & Zubehör";Fliesen;Bodenfliesen
75981;28.05.2013;Heimwerker;"Bauelemente & Werkstoffe";"Fliesen & Zubehör";Fliesen;Wandfliesen
75986;28.05.2013;Heimwerker;"Bauelemente & Werkstoffe";"Fliesen & Zubehör";Fliesen;Mosaikfliesen
75991;28.05.2013;Heimwerker;"Bauelemente & Werkstoffe";"Fliesen & Zubehör";Fliesen;Glasmosaikfliesen
66190;05.12.2011;Heimwerker;"Bauelemente & Werkstoffe";"Fliesen & Zubehör";"Fliesen verlegen"
65535;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Dächer;Dachziegel
65530;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Dächer;Dachrinne
65545;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Dächer;Unterspannbahn
65550;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Dächer;Dachanschluss
65540;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Dächer;Dachzubehör
65335;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Zäune;Zaun
65340;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Zäune;Maschendraht
65345;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Zäune;Zaunzubehör
65745;30.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Wandverkleidungen
65750;30.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Heizungsverkleidungen
2285;15.05.2008;Heimwerker;"Bauelemente & Werkstoffe";"Lüftungsgitter & Rostgitter"
65715;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bauelemente;Arbeitsplatten
65700;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bauelemente;Zierleisten
65705;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bauelemente;Zierprofile
65720;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bauelemente;Formteile
65710;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bauelemente;Abschlusskappen
71661;28.08.2012;Heimwerker;"Bauelemente & Werkstoffe";Bauelemente;Deckenleisten
71666;28.08.2012;Heimwerker;"Bauelemente & Werkstoffe";Bauelemente;Wandleisten
65730;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bauelemente;"Weitere Bauelemente"
65725;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";Bauelemente;"Bauelemente Zubehör"
80935;15.05.2019;Heimwerker;"Bauelemente & Werkstoffe";Bauelemente;Deckenbalken
80940;15.05.2019;Heimwerker;"Bauelemente & Werkstoffe";Bauelemente;Dekorkonsolen
80930;15.05.2019;Heimwerker;"Bauelemente & Werkstoffe";Bauelemente;Rasterdecken
65500;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Holz;Sperrholz
65515;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Holz;Holzleisten
65510;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Holz;"Holz Teile"
65505;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Holz;"Holz Paneele"
65520;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Holz;"Weiteres Holz"
65460;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Klebstoffe;Alleskleber
65455;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Klebstoffe;Heißkleber
65445;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Klebstoffe;Komponentenkleber
65450;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Klebstoffe;Kraftkleber
65395;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Klebstoffe;Leim
65465;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Klebstoffe;Metallkleber
65435;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Klebstoffe;Montagekleber
65400;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Klebstoffe;Naturharz
65425;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Klebstoffe;Parkettkleber
65405;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Klebstoffe;Sekundenkleber
65430;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Klebstoffe;Spezialkleber
65410;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Klebstoffe;Sprühkleber
65420;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Klebstoffe;Teppichkleber
65440;28.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Klebstoffe;"Weitere Klebstoffe"
65665;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Dämmstoffe;Schalldämmung
65660;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Dämmstoffe;Wärmedämmung
65625;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Dichtstoffe;Abdichtbänder
65760;30.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Dichtstoffe;Bürstendichtungen
65685;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Dichtstoffe;Gummidichtungen
65690;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Dichtstoffe;Schaumstoffdichtungen
65630;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Dichtstoffe;Silikon
65695;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Dichtstoffe;Türdichtungen
65645;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Dichtstoffe;"Weitere Dichtstoffe"
65610;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Dampfsperren
65605;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Dampfbremsen
65650;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Bewehrung
66920;25.01.2012;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Imprägnierung
73491;11.02.2013;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Verbindungsbänder
65655;29.11.2011;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";"Weitere Baustoffe"
81145;24.09.2019;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Dichtungsprofile
81150;24.09.2019;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Fassungsprofile
81140;24.09.2019;Heimwerker;"Bauelemente & Werkstoffe";"Baustoffe & Hilfsstoffe";Kantenschutzprofile
74281;26.04.2013;Heimwerker;"Bauelemente & Werkstoffe";Hebewerkzeuge;Rundschlingen
74286;26.04.2013;Heimwerker;"Bauelemente & Werkstoffe";Hebewerkzeuge;"Weitere Hebewerkzeuge"
74261;26.04.2013;Heimwerker;"Bauelemente & Werkstoffe";Ketten
74271;26.04.2013;Heimwerker;"Bauelemente & Werkstoffe";"Klett & Flausch"
77760;20.11.2013;Heimwerker;"Bauelemente & Werkstoffe";Natursteine
74266;26.04.2013;Heimwerker;"Bauelemente & Werkstoffe";Seile
73040;26.11.2012;Heimwerker;"Bauelemente & Werkstoffe";Verbundwerkstoffe
2308;15.05.2008;Heimwerker;"Farben & Lacke";Außenfarben
65045;24.11.2011;Heimwerker;"Farben & Lacke";"Fassaden Farben"
73005;13.11.2012;Heimwerker;"Farben & Lacke";Schimmelschutzfarben
65055;24.11.2011;Heimwerker;"Farben & Lacke";"Dach Farben"
65065;24.11.2011;Heimwerker;"Farben & Lacke";Innenfarben;Wandgrundierung
2313;15.05.2008;Heimwerker;"Farben & Lacke";Innenfarben;Wandfarben
65085;24.11.2011;Heimwerker;"Farben & Lacke";Innenfarben;Strukturfarben
65070;24.11.2011;Heimwerker;"Farben & Lacke";Innenfarben;Latexfarben
65080;24.11.2011;Heimwerker;"Farben & Lacke";Innenfarben;Abtönfarben
65090;24.11.2011;Heimwerker;"Farben & Lacke";Innenfarben;Farbkonzentrate
65075;24.11.2011;Heimwerker;"Farben & Lacke";Innenfarben;Spezialfarben
65095;24.11.2011;Heimwerker;"Farben & Lacke";Innenfarben;Wandlasuren
65050;24.11.2011;Heimwerker;"Farben & Lacke";"Fußboden Farben"
2309;15.05.2008;Heimwerker;"Farben & Lacke";Lacke;"Lack Grundierung"
65100;24.11.2011;Heimwerker;"Farben & Lacke";Lacke;Weißlacke
2312;15.05.2008;Heimwerker;"Farben & Lacke";Lacke;"Buntlacke & Klarlacke"
65105;24.11.2011;Heimwerker;"Farben & Lacke";Lacke;Metallschutzlacke
65115;24.11.2011;Heimwerker;"Farben & Lacke";Lacke;"Fensterlacke & Türlacke"
65120;24.11.2011;Heimwerker;"Farben & Lacke";Lacke;Bodenlacke
65110;24.11.2011;Heimwerker;"Farben & Lacke";Lacke;Heizkörperlacke
65130;24.11.2011;Heimwerker;"Farben & Lacke";Lacke;Sprühlacke
65125;24.11.2011;Heimwerker;"Farben & Lacke";Lacke;Speziallacke
65011;24.11.2011;Heimwerker;"Farben & Lacke";"Holzschutz ";Holzlasuren
65016;24.11.2011;Heimwerker;"Farben & Lacke";"Holzschutz ";"Holz Beizen"
65026;24.11.2011;Heimwerker;"Farben & Lacke";"Holzschutz ";"Holz Grund"
65006;24.11.2011;Heimwerker;"Farben & Lacke";"Holzschutz ";"Holz Farben"
65021;24.11.2011;Heimwerker;"Farben & Lacke";"Holzschutz ";"Holz Lacke"
48266;15.04.2011;Heimwerker;"Farben & Lacke";"Holzschutz ";"Gegen Holzschädlinge"
65470;28.11.2011;Heimwerker;"Farben & Lacke";"Holzschutz ";"Holz Pflege";"Holz Kitts"
65041;24.11.2011;Heimwerker;"Farben & Lacke";"Holzschutz ";"Holz Pflege";"Holz Wachs"
65036;24.11.2011;Heimwerker;"Farben & Lacke";"Holzschutz ";"Holz Pflege";"Holz Öle"
65475;29.11.2011;Heimwerker;"Farben & Lacke";"Holzschutz ";"Holz Spachtel"
65235;28.11.2011;Heimwerker;"Farben & Lacke";Putze
2318;15.05.2008;Heimwerker;"Farben & Lacke";Spachtelmasse
65240;28.11.2011;Heimwerker;"Farben & Lacke";"Abbbeizer & Verdünner"
2315;15.05.2008;Heimwerker;"Farben & Lacke";"Maler Pinsel"
2316;15.05.2008;Heimwerker;"Farben & Lacke";Farbroller
65135;24.11.2011;Heimwerker;"Farben & Lacke";Lackieren;Farbspritzpistolen
65155;24.11.2011;Heimwerker;"Farben & Lacke";Lackieren;Kartuschenpressen
65150;24.11.2011;Heimwerker;"Farben & Lacke";Lackieren;"Flusen & Lacknasenentferner"
65140;24.11.2011;Heimwerker;"Farben & Lacke";Lackieren;Abdeckpapier
65145;24.11.2011;Heimwerker;"Farben & Lacke";Lackieren;Lacksiebe
65165;24.11.2011;Heimwerker;"Farben & Lacke";Lackieren;Lackieranlagen
65175;24.11.2011;Heimwerker;"Farben & Lacke";Lackieren;"Lack Mischbecher"
65160;24.11.2011;Heimwerker;"Farben & Lacke";Lackieren;"Lack trocknen"
65170;24.11.2011;Heimwerker;"Farben & Lacke";Lackieren;Polieren
65180;24.11.2011;Heimwerker;"Farben & Lacke";Lackieren;"Weiteres Lackierwerkzeug"
65190;24.11.2011;Heimwerker;"Farben & Lacke";Malerbedarf;Abdeckfolien
65195;24.11.2011;Heimwerker;"Farben & Lacke";Malerbedarf;Abdeckvlies
65185;24.11.2011;Heimwerker;"Farben & Lacke";Malerbedarf;Abkleben
65205;24.11.2011;Heimwerker;"Farben & Lacke";Malerbedarf;Farbeimer
65210;24.11.2011;Heimwerker;"Farben & Lacke";Malerbedarf;Farbmischer
65200;24.11.2011;Heimwerker;"Farben & Lacke";Malerbedarf;"Weiterer Malerbedarf"
5287;08.10.2008;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;Badheizkörper
5288;08.10.2008;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;"Kompakt Heizkörper"
5289;08.10.2008;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;"Ventil Heizkörper"
64941;23.11.2011;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;"Austausch Heizkörper"
5286;08.10.2008;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;"Weitere Heizkörper"
8786;10.06.2010;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;Fußbodenheizungen
57726;25.08.2011;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;Heizteppiche
57731;25.08.2011;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;"Wärmewellen Heizgeräte"
66325;06.12.2011;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;Zentralheizungen
66315;06.12.2011;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;Ölheizungen
78016;04.03.2014;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;Infrarotheizungen
7851;06.10.2009;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;Thermostate
64946;23.11.2011;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;Thermostatköpfe
64951;23.11.2011;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;Pufferspeicher
5936;30.12.2008;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;Heizungsventile
66310;06.12.2011;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;Heizungsregler
66320;06.12.2011;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;Heizungspumpen
66330;06.12.2011;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;Ausdehnungsgefäße
61901;17.10.2011;Heimwerker;"Sanitär & Heizungstechnik";Heizungstechnik;"Heizung Zubehör"
5290;08.10.2008;Heimwerker;"Sanitär & Heizungstechnik";Sanitärtechnik
64956;23.11.2011;Heimwerker;"Sanitär & Heizungstechnik";Warmwasser;Boiler
66815;17.01.2012;Heimwerker;"Sanitär & Heizungstechnik";Warmwasser;"Brauchwasser Pumpen"
64971;23.11.2011;Heimwerker;"Sanitär & Heizungstechnik";Warmwasser;Brauchwasserspeicher
